study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,,
wong_2016,wong_2016,wong_2016_item13,Methodology,Data collection methods,11,"Describe and justify the data collection methods <96> which ones were used, why and how they fed into developing, supporting, refuting or refining programme theory",Methodology,Data Items,,Report the rationale for selecting each of the variables in the data collection process,,,
wong_2016,wong_2016,wong_2016_item9,Methodology,Rationale for using realist evaluation,7,Explain why a realist evaluation approach was chosen and (if relevant) adapted,Introduction,Rationale,,Report the rationale for selecting the methodology used to conduct the review,,,
wong_2016,wong_2016,wong_2016_item12,Methodology,Describe and justify the evaluation design,10,"A description and justification of the evaluation design (i.e. the account of what was planned, done and why) should be included, at least in summary form or as an appendix, in the document which presents the main findings. If this is not done, the omission should be justified and a reference or link to the evaluation design given. It may also be useful to publish or make freely available (e.g. online on a website) any original evaluation design document or protocol, where they exist",Introduction,Rationale,,Report the rationale for selecting the study design of each study included in the review,,,
wong_2016,wong_2016,wong_2016_item24,Discussion,Funding and conflict of interest,20,"State the funding source (if any) for the evaluation, the role played by the funder (if any) and any",Other information,Support,,Report the sources and types of financial or non-financial support received for the review,,,
wong_2016,wong_2016,wong_2016_item3,Abstract,,2,"Where journals require it and the nature of the study is appropriate, brief details of respondents to the evaluation and recruitment and sampling processes may also be included",Abstract,Abstract,,Report the strategy to perfom the literature search ,,,
wong_2016,wong_2016,wong_2016_item16,Methodology,Data analysis,13,"Describe in detail how data were analysed. This section should include information on the constructs that were identified, the process of analysis, how the programme theory was further developed, supported, refuted and refined, and (where relevant) how analysis changed as the evaluation unfolded",Methodology,Synthesis Methods (Statistical Synthesis Methods),,Report the strategy to perform the statistical synthesis,,,
wong_2016,wong_2016,wong_2016_item2,Abstract,,2,"Journal articles will usually require an abstract, while reports and other forms of publication will usually benefit from a short summary. The abstract or summary should include brief details on: the policy, programme or initiative under evaluation; programme setting; purpose of the evaluation; evaluation question(s) and/or objective(s); evaluation strategy; data collection, documentation and analysis methods; key findings and conclusions",Abstract,Abstract,,Report the strategy to perform the statistical synthesis,,,
wong_2016,wong_2016,wong_2016_item2,Abstract,,2,"Journal articles will usually require an abstract, while reports and other forms of publication will usually benefit from a short summary. The abstract or summary should include brief details on: the policy, programme or initiative under evaluation; programme setting; purpose of the evaluation; evaluation question(s) and/or objective(s); evaluation strategy; data collection, documentation and analysis methods; key findings and conclusions",Abstract,Abstract,,Report the summary effect size point estimates,,,
zhang_2020,zhang_2020,zhang_2020_item46,discussion,Discussion,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion ,Discussion,,Report an interpretation of the results,,,
zhang_2020,zhang_2020,zhang_2020_item47,discussion,Discussion,24_extension,"Summarize how the CHM intervention(s) worked on different TCM Pattern(s) or Western medicine-defined disease(s) with specific TCM Pattern(s). Interpret the main findings in terms of TCM theory, if applicable.",Discussion ,Discussion,,Report an interpretation of the results,,,
zhang_2020,zhang_2020,zhang_2020_item49,discussion,Discussion,26,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",Discussion ,Discussion,,Report an interpretation of the results,,,
zhang_2020,zhang_2020,zhang_2020_item50,discussion,Discussion,26_extension,"When the review targets TCM Pattern(s), or Western medicine-defined disease(s) with specific TCM Pattern(s), a general interpretation of the results about the relationship of the CHM intervention(s) and TCM Pattern(s) should be provided.",Discussion ,Discussion,,Report an interpretation of the results,,,
zhang_2020,zhang_2020,zhang_2020_item31,methods,Methods,16,"Describe methods of additional analyses (e.g., sensitivity or subgroup analyses, meta-regression), if done, indicating which were pre-specified.",Methodology,Synthesis Methods (Sensitivity Analysis),,Report any additional analyses conducted in the review,,,
zhang_2020,zhang_2020,zhang_2020_item17,methods,Methods,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,Information Sources,,Report any contact with study authors to retrieve additional information relevant to the literature search strategy,,,
zhang_2020,zhang_2020,zhang_2020_item18,methods,Methods,8,"State full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",Methodology,Information Sources,,Report any limitations applied to the search strategy,,,
zhang_2020,zhang_2020,zhang_2020_item48,discussion,Discussion,25,"Discuss limitations at study and outcome level (e.g., risk of bias), and at review level (e.g., incomplete retrieval of identified research, reporting bias).",Discussion ,Discussion,,Report any limitations identified in the studies included in the review,,,
zhang_2020,zhang_2020,zhang_2020_item24,methods,Methods,11c_extension,"State details of any placebo of CHM used, considering (1) if/how it is physically identical and pharmacologically inert; (2) administration route, regimen, and dosage; (3) success of blinding, if any.",Methodology,Data Items,,Report each comparator from which data were extracted in the included studies,,,
zhang_2020,zhang_2020,zhang_2020_item21,methods,Methods,11,"List and define all variables for which data were sought (e.g., PICOS, funding sources) and any assumptions and simplifications made.",Methodology,Data Items,,Report each data extraction variable for which data were sought,,,
zhang_2020,zhang_2020,zhang_2020_item22,methods,Methods,11a_extension,"State details of the participants with a specific TCM Pattern (if any), considering (1) diagnostic criteria; and (2) baseline characteristics.",Methodology,Data Items,,Report each data extraction variable for which data were sought,,,
zhang_2020,zhang_2020,zhang_2020_item23,methods,Methods,11b_extension,"State details of the CHM intervention(s), including (1) name, source, and dosage form; (2) name, source, processing method, and dosage of each medical substance, if applicable, names of the parts of the substances; (3) quality control information; (4) dosage, administration route and time; (5) information about the production method, authentication method, and safety assessment, if any; (6) for CHM formulas, the principles, rationale, and interpretation of forming and/or modifying the formula; and (7) for patented proprietary CHM formulas, the name of the product and manufacturer.",Methodology,Data Items,,Report each data extraction variable for which data were sought,,,
zhang_2020,zhang_2020,zhang_2020_item25,methods,Methods,11d_extension,"State the TCM-related outcome (if any), considering (1) name and measuring methods; (2) measuring time points and length of follow-up, if applicable.",Methodology,Data Items,,Report each data extraction variable for which data were sought,,,
zhang_2020,zhang_2020,zhang_2020_item33,results,Results,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report each of the studies excluded during full-text screening,,,
zhang_2020,zhang_2020,zhang_2020_item35,results,Results,18a_extension,"State characteristics of participants with a specific TCM Pattern (if any), including diagnostic criteria and baseline data.",Results,Data Characteristics,,Report the characteristics extracted from each of the included studies,,,
zhang_2020,zhang_2020,zhang_2020_item36,results,Results,18b_extension,"State characteristics of the CHM intervention(s), including (1) name, source, and dosage form; (2) name, source, processing method, and dosage of each medical substance; (3) quality control information; (4) dosage, administration route and time; (5) information about the production method, authentication method, and safety assessment, if available; (6) for CHM formulas, how the formula has been modified, if applicable; and (7) for patent proprietary CHM formulas, the name of the product and manufacturer.",Results,Data Characteristics,,Report the characteristics extracted from each of the included studies,,,
zhang_2020,zhang_2020,zhang_2020_item37,results,Results,18c_extension,"State characteristics of the placebo of CHM (if any), including (1) whether physically identical and pharmacologically inert; (2) administration route, regimen, and dosage; and (3) success of blinding.",Results,Data Characteristics,,Report the characteristics extracted from each of the included studies,,,
zhang_2020,zhang_2020,zhang_2020_item38,results,Results,18d_extension,"State characteristics of the TCM-related outcome (if any), including (1) name and measuring methods; (2) measuring time points and length of follow-up.",Results,Data Characteristics,,Report the characteristics extracted from each of the included studies,,,
zhang_2020,zhang_2020,zhang_2020_item27,methods,Methods,13,"State the principal summary measures (e.g., risk ratio, difference in means).",Methodology,Effect Measures,,Report the effect measure used in the synthesis of the results,,,
zhang_2020,zhang_2020,zhang_2020_item40,results,Results,20,"For all outcomes considered (benefits or harms), present, for each study: (a) simple summary data for each intervention group and (b) effect estimates and confidence intervals, ideally with a forest plot.",Results,Results of Individual Studies,,Report the effect size point estimates for each individual study,,,
zhang_2020,zhang_2020,zhang_2020_item12,methods,Methods,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the eligibility criteria for the review,,,
zhang_2020,zhang_2020,zhang_2020_item13,methods,Methods,6a_extension,"As applicable, state whether participants with a specific TCM Pattern will be included, in terms of (1) diagnostic criteria, and (2) inclusion and exclusion criteria. All criteria utilized should be universally recognized, or reference(s) where detailed explanation(s) can be found should be given.",Methodology,Eligibility Criteria ,,Report the eligibility criteria for the review,,,
zhang_2020,zhang_2020,zhang_2020_item14,methods,Methods,6b_extension,"Specify the detailed requirements of CHM intervention(s), considering (1) types, such as whether CHM formulas are fixed, individualized, or patent proprietary; (2) composition, such as main herb(s) in a CHM formula; (3) dosage form, such as decoction, granules, powder; and (4) treatment duration.",Methodology,Eligibility Criteria ,,Report the eligibility criteria for the review,,,
zhang_2020,zhang_2020,zhang_2020_item16,methods,Methods,6d_extension,"State whether TCM-related outcome(s) will be included, and if so, describe the change of degree and scope of symptoms and signs related to TCM Pattern differentiation.",Methodology,Eligibility Criteria ,,Report the eligibility criteria for the review,,,
zhang_2020,zhang_2020,zhang_2020_item29,methods,Methods,14_extension,"When combining trial results from different studies, describe whether CHM intervention(s) matched the TCM Pattern(s) of participants, if applicable.",Methodology,Eligibility Criteria ,,Report the eligibility criteria for the review,,,
zhang_2020,zhang_2020,zhang_2020_item4,abstract,Abstract,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report the eligibility criteria for the review,,,
zhang_2020,zhang_2020,zhang_2020_item41,results,Results,21,"Present results of each meta-analysis done, including confidence intervals and measures of consistency.",Results,Results of Syntheses (results of statistical syntheses),,Report the error around the pooled effect size point estimate,,,
zhang_2020,zhang_2020,zhang_2020_item40,results,Results,20,"For all outcomes considered (benefits or harms), present, for each study: (a) simple summary data for each intervention group and (b) effect estimates and confidence intervals, ideally with a forest plot.",Results,Results of Syntheses (results of statistical syntheses),,Report the error around the pooled effect size point estimates,,,
zhang_2020,zhang_2020,zhang_2020_item4,abstract,Abstract,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report the financial support received for the review,,,
zhang_2020,zhang_2020,zhang_2020_item9,introduction,Introduction,4,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction ,Objectives,,Report the framework used to formulate the review question,,,
zhang_2020,zhang_2020,zhang_2020_item4,abstract,Abstract,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report the implications of the review results,,,
zhang_2020,zhang_2020,zhang_2020_item46,discussion,Discussion,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion ,Discussion,,Report the implications of the review results,,,
zhang_2020,zhang_2020,zhang_2020_item46,discussion,Discussion,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion ,Discussion,,Report the implications of the review results for future research,,,
zhang_2020,zhang_2020,zhang_2020_item49,discussion,Discussion,26,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",Discussion ,Discussion,,Report the implications of the review results for future research,,,
zhang_2020,zhang_2020,zhang_2020_item46,discussion,Discussion,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion ,Discussion,,Report the implications of the review results for policy,,,
zhang_2020,zhang_2020,zhang_2020_item46,discussion,Discussion,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion ,Discussion,,Report the implications of the review results for practice,,,
zhang_2020,zhang_2020,zhang_2020_item2,title,Title,1_extension,"Specify the name of the CHM intervention, in terms of (1) Chinese medicinal substance(s), and/or (2) CHM formula(s).",Title,Title,,Report the interventions used in each study synthesised in the review,,,
zhang_2020,zhang_2020,zhang_2020_item5,abstract,Abstract,2_extension,"Provide the name and form of the CHM intervention(s) used, and the TCM Pattern applied (if any).",Abstract,Abstract,,Report the interventions used in each study synthesised in the review,,,
zhang_2020,zhang_2020,zhang_2020_item30,methods,Methods,15,"Specify any assessment of risk of bias that may affect the cumulative evidence (e.g., publication bias, selective reporting within studies).",Methodology,Reporting Bias Assessment,,Report the method used to assess for potential risk of bias due to missing studies,,,
zhang_2020,zhang_2020,zhang_2020_item19,methods,Methods,9,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis).",Methodology,Selection Process,,Report the method used to assess study eligibility for inclusion in the review,,,
zhang_2020,zhang_2020,zhang_2020_item26,methods,Methods,12,"Describe methods used for assessing risk of bias of individual studies (including specification of whether this was done at the study or outcome level), and how this information is to be used in any data synthesis.",Methodology,Study Risk of Bias Assessment,,Report the methodology used to assess the risk of bias in studies included in the review,,,
zhang_2020,zhang_2020,zhang_2020_item4,abstract,Abstract,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report the methodology used to assess the risk of bias in studies included in the review,,,
zhang_2020,zhang_2020,zhang_2020_item1,title,Title,1,"Identify the report as a systematic review, meta-analysis, or both.",Title,Title,,Report the methodology used to conduct the review,,,
zhang_2020,zhang_2020,zhang_2020_item28,methods,Methods,14,"Describe the methods of handling data and combining results of studies, if done, including measures of consistency (e.g., I2) for each meta-analysis.",Methodology,Synthesis Methods (Methods to Explore Heterogeneity),,Report the methodology used to explore sources of heterogeneity,,,
zhang_2020,zhang_2020,zhang_2020_item31,methods,Methods,16,"Describe methods of additional analyses (e.g., sensitivity or subgroup analyses, meta-regression), if done, indicating which were pre-specified.",Methodology,Synthesis Methods (Methods to Explore Heterogeneity),,Report the methodology used to explore sources of heterogeneity,,,
zhang_2020,zhang_2020,zhang_2020_item32,methods,Methods,16_extension,"Describe methods of subgroup analyses in terms of the CHM intervention(s) and participants, considering at least (1) the types, compositions, dosage, dosage form, and treatment duration of the CHM intervention(s); and (2) participants with different TCM Patterns, if any.",Methodology,Synthesis Methods (Methods to Explore Heterogeneity),,Report the methodology used to explore sources of heterogeneity,,,
zhang_2020,zhang_2020,zhang_2020_item28,methods,Methods,14,"Describe the methods of handling data and combining results of studies, if done, including measures of consistency (e.g., I2) for each meta-analysis.",Methodology,Synthesis Methods (Preparing for Synthesis),,Report the methodology used to prepare the data for statistical synthesis,,,
zhang_2020,zhang_2020,zhang_2020_item20,methods,Methods,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,Data Collection Process,,Report the number of reviewers who conducted the data collection process,,,
zhang_2020,zhang_2020,zhang_2020_item4,abstract,Abstract,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report the objectives of the review,,,
zhang_2020,zhang_2020,zhang_2020_item41,results,Results,21,"Present results of each meta-analysis done, including confidence intervals and measures of consistency.",Results,Results of Syntheses (results of statistical syntheses),,Report the pooled effect size point estimate,,,
zhang_2020,zhang_2020,zhang_2020_item10,introduction,Introduction,4_extension,"State whether the CHM intervention(s) targets a Western medicine-defined disease, a TCM Pattern, or a Western medicine-defined disease with a specific TCM Pattern.",Introduction ,Objectives,,Report the populations used in each study included in the statistical synthesis,,,
zhang_2020,zhang_2020,zhang_2020_item3,title,Title,1b_extension,"State whether the review targets (1) Western medicine-defined disease(s), or (2) Western medicine-defined disease(s) with specific TCM Pattern(s), or (3) TCM Pattern(s).",Title,Title,,Report the populations used in each study included in the statistical synthesis,,,
zhang_2020,zhang_2020,zhang_2020_item9,introduction,Introduction,4,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction ,Objectives,,Report the questions the authors sought to address in the review,,,
zhang_2020,zhang_2020,zhang_2020_item6,introduction,Introduction,3,Describe the rationale for the review in the context of what is already known.,Introduction ,Rationale,,Report the rationale for conducting the review,,,
zhang_2020,zhang_2020,zhang_2020_item7,introduction,Introduction,3a_extension,"State the rationale of using particular CHM intervention(s) to target the specific disease(s) and/or TCM Pattern (if any), ideally in terms of TCM theory.",Introduction ,Rationale,,Report the rationale for conducting the review,,,
zhang_2020,zhang_2020,zhang_2020_item8,introduction,Introduction,3b_extension,State the importance of the review.,Introduction ,Rationale,,Report the rationale for conducting the review,,,
zhang_2020,zhang_2020,zhang_2020_item12,methods,Methods,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the rationale for the eligibility criteria in the review,,,
zhang_2020,zhang_2020,zhang_2020_item12,methods,Methods,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant comparators in eligiblity criteria of the review,,,
zhang_2020,zhang_2020,zhang_2020_item15,methods,Methods,6c_extension,"Specify the types of control group(s), if any, such as placebo control, active control, other treatment control or blank control.",Methodology,Eligibility Criteria ,,Report the relevant comparators in eligiblity criteria of the review,,,
zhang_2020,zhang_2020,zhang_2020_item12,methods,Methods,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant interventions in eligiblity criteria of the review,,,
zhang_2020,zhang_2020,zhang_2020_item12,methods,Methods,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant timeframe in eligiblity criteria of the review,,,
zhang_2020,zhang_2020,zhang_2020_item44,results,Results,23,"Give results of additional analyses, if done (e.g., sensitivity or subgroup analyses, meta-regression [see Item 16]).",Results,Results of Syntheses (results of investigations of heterogeneity),,Report the result of the exploration of heterogeneity,,,
zhang_2020,zhang_2020,zhang_2020_item45,results,Results,23_extension,"Give results of subgroup analyses based on the different categories of CHM intervention(s) and participants with TCM Patterns (if any), if done.",Results,Results of Syntheses (results of investigations of heterogeneity),,Report the result of the exploration of heterogeneity,,,
zhang_2020,zhang_2020,zhang_2020_item44,results,Results,23,"Give results of additional analyses, if done (e.g., sensitivity or subgroup analyses, meta-regression [see Item 16]).",Results,Results of Syntheses (results of sensitivity analysis),,Report the results from each of the sensitivity analysis,,,
zhang_2020,zhang_2020,zhang_2020_item41,results,Results,21,"Present results of each meta-analysis done, including confidence intervals and measures of consistency.",Results,Results of Syntheses (results of investigations of heterogeneity),,Report the results of the heterogeneity assessment,,,
zhang_2020,zhang_2020,zhang_2020_item42,results,Results,21_extension,"Give results of each meta-analysis based on the consistency of PICOS, considering (1) participants with TCM Patterns, if any; (2) CHM intervention(s); (3) comparators (e.g. CHM placebo); and (4) TCM-related outcome(s), if any.",Results,Results of Syntheses (results of investigations of heterogeneity),,Report the results of the heterogeneity assessment,,,
zhang_2020,zhang_2020,zhang_2020_item44,results,Results,23,"Give results of additional analyses, if done (e.g., sensitivity or subgroup analyses, meta-regression [see Item 16]).",Results,Results of Syntheses (results of investigations of heterogeneity),,Report the results of the heterogeneity assessment,,,
zhang_2020,zhang_2020,zhang_2020_item45,results,Results,23_extension,"Give results of subgroup analyses based on the different categories of CHM intervention(s) and participants with TCM Patterns (if any), if done.",Results,Results of Syntheses (results of investigations of heterogeneity),,Report the results of the heterogeneity assessment,,,
zhang_2020,zhang_2020,zhang_2020_item39,results,Results,19,"Present data on risk of bias of each study and, if available, any outcome-level assessment (see Item 12).",Results,Risk of bias in studies,,Report the results of the risk of bias assessment,,,
zhang_2020,zhang_2020,zhang_2020_item43,results,Results,22,Present results of any assessment of risk of bias across studies (see Item 15).,Results,Risk of bias in studies,,Report the results of the risk of bias assessment,,,
zhang_2020,zhang_2020,zhang_2020_item33,results,Results,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report the results of the study selection process,,,
zhang_2020,zhang_2020,zhang_2020_item34,results,Results,18,"For each study, state characteristics for which data were extracted (e.g., study size, PICOS, follow-up period) and provide the citations.",Results,Data Characteristics,,Report the sample size from each of the studies,,,
zhang_2020,zhang_2020,zhang_2020_item17,methods,Methods,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,Information Sources,,Report the scientific literature databases used to conduct the literature search,,,
zhang_2020,zhang_2020,zhang_2020_item17,methods,Methods,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,Search Strategy,,Report the search terms used to conduct the literature search strategy for each each scientific literature database,,,
zhang_2020,zhang_2020,zhang_2020_item18,methods,Methods,8,"State full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",Methodology,Search Strategy,,Report the search terms used to conduct the literature search strategy for each each scientific literature database,,,
zhang_2020,zhang_2020,zhang_2020_item51,funding,Funding,27,"Describe sources of funding for the systematic review and other support (e.g., supply of data); role of funders for the systematic review.",Other information,Support,,Report the sources and types of financial or non-financial support received for the review,,,
zhang_2020,zhang_2020,zhang_2020_item51,funding,Funding,27,"Describe sources of funding for the systematic review and other support (e.g., supply of data); role of funders for the systematic review.",Other information,Support,,Report the sources and types of financial or non-financial support received for the review,,,
zhang_2020,zhang_2020,zhang_2020_item4,abstract,Abstract,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report the strategy to perform the statistical synthesis,,,
zhang_2020,zhang_2020,zhang_2020_item20,methods,Methods,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,Data Collection Process,,Report the strategy used to collect data from the studies included in the review,,,
zhang_2020,zhang_2020,zhang_2020_item28,methods,Methods,14,"Describe the methods of handling data and combining results of studies, if done, including measures of consistency (e.g., I2) for each meta-analysis.",Methodology,Synthesis Methods (Statistical Synthesis Methods),,Report the structure of each model used in the statistical synthesis,,,
zhang_2020,zhang_2020,zhang_2020_item4,abstract,Abstract,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report whether a protocol or preregistration is publicly available,,,
zhang_2020,zhang_2020,zhang_2020_item20,methods,Methods,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,Data Collection Process,,Report whether the data extraction was conducted independently,,,
zhang_2020a,zhang_2020a,zhang_2020a_item38,discussion,summary of evidence,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion,Discussion,,Report an interpretation of the results,,,
zhang_2020a,zhang_2020a,zhang_2020a_item25,methods,additional analyses,16,"Describe methods of additional analyses (e.g., sensitivity or subgroup analyses, meta-regression), if done, indicating which were pre-specified.",Methodology,Synthesis Methods (Sensitivity Analysis),,Report any additional analyses conducted in the review,,,
zhang_2020a,zhang_2020a,zhang_2020a_item13,methods,information sources,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,Information Sources,,Report any contact with study authors to retrieve additional information relevant to the literature search strategy,,,
zhang_2020a,zhang_2020a,zhang_2020a_item14,methods,search,8,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",Methodology,Information Sources,,Report any limitations applied to the search strategy,,,
zhang_2020a,zhang_2020a,zhang_2020a_item39,discussion,limitations,25,"Discuss limitations at study and outcome level (e.g., risk of bias), and at review level (e.g., incomplete retrieval of identified research, reporting bias).",Discussion,Discussion,,Report any limitations identified in the studies included in the review,,,
zhang_2020a,zhang_2020a,zhang_2020a_item39,discussion,limitations,25,"Discuss limitations at study and outcome level (e.g., risk of bias), and at review level (e.g., incomplete retrieval of identified research, reporting bias).",Discussion,Discussion,,Report any limitations in the review methodology,,,
zhang_2020a,zhang_2020a,zhang_2020a_item19,methods,data items,11b,"List and define the data of moxibustion interventions and controls (e.g. sham moxibustion), give details referring to STRICTOM and TIDieR.",Methodology,Data Items,,Report each comparator from which data were extracted in the included studies,,,
zhang_2020a,zhang_2020a,zhang_2020a_item17,methods,data items,11,"List and define all variables for which data were sought (e.g., PICOS, funding sources) and any assumptions and simplifications made.",Methodology,Data Items,,Report each data extraction variable for which data were sought,,,
zhang_2020a,zhang_2020a,zhang_2020a_item18,methods,data items,11a,"List and define the data of CM Pattern(s) in detail, considering the inclusion and exclusion criteria, if applicable.",Methodology,Data Items,,Report each data extraction variable for which data were sought,,,
zhang_2020a,zhang_2020a,zhang_2020a_item19,methods,data items,11b,"List and define the data of moxibustion interventions and controls (e.g. sham moxibustion), give details referring to STRICTOM and TIDieR.",Methodology,Data Items,,Report each intervention for which data were extracted from the included studies,,,
zhang_2020a,zhang_2020a,zhang_2020a_item27,results,study selection,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report each of the studies excluded during full-text screening,,,
zhang_2020a,zhang_2020a,zhang_2020a_item20,methods,data items,11c,"List and define the data of CM Pattern outcome(s), considering the methods and timepoints, if applicable.",Methodology,Data Items,,Report each outcome for which data were extracted from the included studies,,,
zhang_2020a,zhang_2020a,zhang_2020a_item29,results,study characteristics,18a,"Present characteristics for the data of participants which include CM Pattern(s), considering 1) diagnostic criteria; 2) baseline data, if applicable.",Results,Data Characteristics,,Report the characteristics extracted from each of the included studies,,,
zhang_2020a,zhang_2020a,zhang_2020a_item30,results,study characteristics,18b,Present characteristics for the data of moxibustion intervention(s) and controls (e.g. sham moxibustion) for each study referring to STRICTOM and TIDieR.,Results,Data Characteristics,,Report the characteristics extracted from each of the included studies,,,
zhang_2020a,zhang_2020a,zhang_2020a_item31,results,study characteristics,18c,"Present characteristics for the data of outcomes which include CM Pattern(s), considering 1) name and measuring methods; 2) measuring timepoints and length of follow-up, if applicable.",Results,Data Characteristics,,Report the characteristics extracted from each of the included studies,,,
zhang_2020a,zhang_2020a,zhang_2020a_item22,methods,summary measures,13,"State the principal summary measures (e.g., risk ratio, difference in means).",Methodology,Effect Measures,,Report the effect measure used in the synthesis of the results,,,
zhang_2020a,zhang_2020a,zhang_2020a_item33,results,results of individual studies,20,"For all outcomes considered (benefits or harms), present, for each study: (a) simple summary data for each intervention group and (b) effect estimates and confidence intervals, ideally with a forest plot.",Results,Results of Individual Studies,,Report the effect size point estimates for each individual study,,,
zhang_2020a,zhang_2020a,zhang_2020a_item4,abstract,structured summary,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report the eligibility criteria for the review,,,
zhang_2020a,zhang_2020a,zhang_2020a_item34,results,synthesis of results,21,"Present results of each meta-analysis done, including confidence intervals and measures of consistency.",Results,Results of Syntheses (results of statistical syntheses),,Report the error around the pooled effect size point estimate,,,
zhang_2020a,zhang_2020a,zhang_2020a_item33,results,results of individual studies,20,"For all outcomes considered (benefits or harms), present, for each study: (a) simple summary data for each intervention group and (b) effect estimates and confidence intervals, ideally with a forest plot.",Results,Results of Syntheses (results of statistical syntheses),,Report the error around the pooled effect size point estimates,,,
