study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,X,X.1
sinha_2024,sinha_2024,sinha_2024_item39,,Strength and limitation,10,Strength and limitations.,Discussion,Discussion,,Report an interpretation of the results,,NA,NA
eden_2011,eden_2011,eden_2011_item28,Discussion,NA,5.1.8.2,Strengths and limitations of the systematic review*,Discussion,Discussion,,Report any limitations in the review process,,NA,NA
eden_2011,eden_2011,eden_2011_item28,Discussion,NA,5.1.8.2,Strengths and limitations of the systematic review*,Discussion,Discussion,,Report any strengths in the review process,,NA,NA
snell_2023,snell_2023,snell_2023_item34,Other information,"Availability of data, code, and other materials",26,Report which of the following are publicly available and where they can be found: template data collection forms; data extracted from included studies; data used for all analyses; analytic code; any other materials used in the review.,Other,support,,Report the metadata associated with all the data extraction variables,,NA,NA
snell_2023,snell_2023,snell_2023_item34,Other information,"Availability of data, code, and other materials",26,Report which of the following are publicly available and where they can be found: template data collection forms; data extracted from included studies; data used for all analyses; analytic code; any other materials used in the review.,Other,support,,Report of the extracted data from each of the included studies,,NA,NA
snell_2023,snell_2023,snell_2023_item34,Other information,"Availability of data, code, and other materials",26,Report which of the following are publicly available and where they can be found: template data collection forms; data extracted from included studies; data used for all analyses; analytic code; any other materials used in the review.,Other,support,,Report all of the code necessary to reproduce the analysis,,NA,NA
wang_2019,wang_2019,wang_2019_item4,introduction,objectives,4†,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction ,Objectives,,Report the objective(s) of the review,,NA,NA
wang_2019,wang_2019,wang_2019_item4,introduction,objectives,4†,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction ,Objectives,,Report the question(s) the authors aim to address in the review,,NA,NA
wang_2019,wang_2019,wang_2019_item4,introduction,objectives,4†,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction ,Objectives,,"Report an objective/question formulation framework (e.g.,PICO)",,NA,NA
wang_2019,wang_2019,wang_2019_item5,methods,protocol and registration,5†,"Indicate if a review protocol exists, if and where it can be accessed (e.g., web address), and, if available, provide registration information including registration number.",Methodology,Protocol,,NA,,NA,NA
wang_2019,wang_2019,wang_2019_item6,methods,eligibility criteria,6†,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant population(s) in eligiblity criteria of the review,,NA,NA
wang_2019,wang_2019,wang_2019_item6,methods,eligibility criteria,6†,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant study design(s) in eligiblity criteria of the review,,NA,NA
wang_2019,wang_2019,wang_2019_item6,methods,eligibility criteria,6†,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant timeframe in eligiblity criteria of the review,,NA,NA
wang_2019,wang_2019,wang_2019_item6,methods,eligibility criteria,6†,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant intervention(s) in eligiblity criteria of the review,,NA,NA
wang_2019,wang_2019,wang_2019_item6,methods,eligibility criteria,6†,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant comparator(s) in eligiblity criteria of the review,,NA,NA
wang_2019,wang_2019,wang_2019_item7,methods,eligibility criteria,6a.1‡,Describe the diagnostic criteria of the target condition in Western medicine.,Methodology,Eligibility Criteria,,NA,,NA,NA
wang_2019,wang_2019,wang_2019_item8,methods,eligibility criteria,6a.,"If applicable, describe the diagnostic criteria in terms of Traditional Medicine, such as Traditional Chinese Medicine.",Methodology,Eligibility Criteria,,NA,,NA,NA
wang_2019,wang_2019,wang_2019_item9,methods,eligibility criteria,6b‡,"Describe the types of acupuncture to be included, such as traditional acupuncture, electroacupuncture, or fire acupuncture.",Methodology,Eligibility Criteria,,NA,,NA,NA
welch_2012,welch_2012,welch_2012_item1,Title,,1,"Identify the report as a systematic review, meta-analysis, or both.",Title,Title,,Report the methodology of the review,,NA,NA
welch_2012,welch_2012,welch_2012_item10,Introduction,,4,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction,Objectives,,Report the question(s) the authors aim to address in the review,,NA,NA
welch_2012,welch_2012,welch_2012_item10,Introduction,,4,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction,Objectives,,"Report an objective/question formulation framework (e.g.,PICO)",,NA,NA
welch_2012,welch_2012,welch_2012_item11,Introduction,,4A,State the research questions being addressed with reference to health equity,Introduction,Objectives,,Report the question(s) the authors aim to address in the review,,NA,NA
welch_2012,welch_2012,welch_2012_item11,Introduction,,4A,State the research questions being addressed with reference to health equity,Introduction,Objectives,,"Report an objective/question formulation framework (e.g.,PICO)",,NA,NA
welch_2012,welch_2012,welch_2012_item12,Introduction,,4_extension,"Describe how disadvantage was defined if used as criterion in the review (e.g. for selecting studies, conducting analyses or judging applicability).",Introduction,Rationale,,NA,CHECK THIS AS WEIRD,NA,NA
welch_2012,welch_2012,welch_2012_item13,Methods,,5,"Indicate if a review protocol exists, if and where it can be accessed (e.g., Web address), and, if available, provide registration information including registration number.",Methodology,Protocol,,NA,,NA,NA
welch_2012,welch_2012,welch_2012_item14,Methods,,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant population(s) in eligiblity criteria of the review,,NA,NA
welch_2012,welch_2012,welch_2012_item14,Methods,,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant study design(s) in eligiblity criteria of the review,,NA,NA
welch_2012,welch_2012,welch_2012_item14,Methods,,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant timeframe in eligiblity criteria of the review,,NA,NA
welch_2012,welch_2012,welch_2012_item14,Methods,,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant intervention(s) in eligiblity criteria of the review,,NA,NA
welch_2012,welch_2012,welch_2012_item14,Methods,,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria ,,Report the relevant comparator(s) in eligiblity criteria of the review,,NA,NA
welch_2012,welch_2012,welch_2012_item15,Methods,,6A,Describe the rationale for including the outcomes - e.g. how these are relevant to reducing inequity.,Methodology,Eligibility Criteria,,Report a justification from the inclusion of relevant outcome(s),,NA,NA
welch_2012,welch_2012,welch_2012_item16,Methods,,6_extension,Describe the rationale for including particular study designs related to equity research questions.,Methodology,Eligibility Criteria,,Report a justification from the inclusion of relevant study design(s),,NA,NA
welch_2012,welch_2012,welch_2012_item17,Methods,,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,Information Sources and Search Strategy,,Report the scientific literature databases used to conduct the literature search,,NA,NA
welch_2012,welch_2012,welch_2012_item17,Methods,,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,Information Sources and Search Strategy,,Report any contact with authors of potential studies to retrieve information,,NA,NA
welch_2012,welch_2012,welch_2012_item17,Methods,,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,Information Sources and Search Strategy,,Report the date that the literature search was conducted,,NA,NA
welch_2012,welch_2012,welch_2012_item18,Methods,,7_extension,"Describe information sources (e.g. health, non-health, and grey literature sources) that were searched that are of specific relevance to address the equity questions of the review.",Methodology,Information Sources and Search Strategy,,Report the strategy to retrieve grey literature,,NA,NA
welch_2012,welch_2012,welch_2012_item19,Methods,,8,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",Methodology,Information Sources and Search Strategy,,Report the boolean operators used within the scientific literature databases to conduct the literature search,,NA,NA
welch_2012,welch_2012,welch_2012_item19,Methods,,8,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",Methodology,Information Sources and Search Strategy,,Report any limitations set on the search strategy,,NA,NA
welch_2012,welch_2012,welch_2012_item2,Title,,1_extension,"Identify equity as a focus of the review, if relevant, using the term equity",Title,Title,,Report the aim(s) of the review,,NA,NA
welch_2012,welch_2012,welch_2012_item20,Methods,,8_extension,Describe the broad search strategy and terms used to address equity questions of the review.,Methodology,Information Sources and Search Strategy,,Report the boolean operators used within the scientific literature databases to conduct the literature search,,NA,NA
welch_2012,welch_2012,welch_2012_item20,Methods,,8_extension,Describe the broad search strategy and terms used to address equity questions of the review.,Methodology,Information Sources and Search Strategy,,Report any limitations set on the search strategy,,NA,NA
welch_2012,welch_2012,welch_2012_item21,Methods,,9,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis).",Methodology,Selection Process,,Report the methods used to decide whether a study met the inclusion criteria of the review,,NA,NA
welch_2012,welch_2012,welch_2012_item22,Methods,,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,Data Collection Process and Data Items,,Report the strategy used to extract data from synthesised studies in the review,,NA,NA
welch_2012,welch_2012,welch_2012_item22,Methods,,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,Data Collection Process and Data Items,,Report the number of people who conducted the data extraction,,NA,NA
welch_2012,welch_2012,welch_2012_item22,Methods,,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,Data Collection Process and Data Items,,Report whether the data extraction was conducted independently or whether reviewers were aware of each other�s decisions,,NA,NA
welch_2012,welch_2012,welch_2012_item23,Methods,,11,"List and define all variables for which data were sought (e.g., PICOS, funding sources) and any assumptions and simplifications made.",Methodology,Data Collection Process and Data Items,,Report all of the data extraction variables,,NA,NA
welch_2012,welch_2012,welch_2012_item24,Methods,,11_extension,"List and define data items related to equity,where such data were sought (e.g. using PROGRESS-Plus or other criteria, context).",Methodology,Data Collection Process and Data Items,,Report all of the data extraction variables,,NA,NA
welch_2012,welch_2012,welch_2012_item25,Methods,,12,"Describe methods used for assessing risk of bias of individual studies (including specification of whether this was done at the study or outcome level), and how this information is to be used in any data synthesis.",Methodology,Study Risk of Bias Assessment,,Report the methods used for assessing risk of bias/methodological quality in synthesised studies,,NA,NA
welch_2012,welch_2012,welch_2012_item25,Methods,,12,"Describe methods used for assessing risk of bias of individual studies (including specification of whether this was done at the study or outcome level), and how this information is to be used in any data synthesis.",Methodology,Study Risk of Bias Assessment,,Report how the assessment of risk of bias/methological quality was used in the synthesis,,NA,NA
welch_2012,welch_2012,welch_2012_item26,Methods,,13,"State the principal summary measures (e.g., risk ratio, difference in means).",Methodology,Effect Measures,,Report the effect size measured,,NA,NA
sanchezmeca_2021,sanchezmeca_2021,sanchezmeca_2021_item12,METHOD,Transformation method,12,"State whether or not the reliability coefficients were transformed for the meta-analytic integration. If relevant, specify the transformation methods: Fisher´s Z for correlation coefficients (e.g., test-retest coefficients), Bonett’s and Hakstian and Whallen’s transformation for internal consistency coefficients (e.g., Cronbach’s alpha), reliability index, measurement error (e.g., standard error of measurement), or other (specify).",Methodology,Synthesis Methods,,NA,,NA,NA
zhang_2020,zhang_2020,zhang_2020_item16,methods,Methods,6d_extension,"State whether TCM-related outcome(s) will be included, and if so, describe the change of degree and scope of symptoms and signs related to TCM Pattern differentiation.",Methodology,Synthesis Methods,,NA,,NA,NA
welch_2012,welch_2012,welch_2012_item29,Methods,,15,"Specify any assessment of risk of bias that may affect the cumulative evidence (e.g., publication bias, selective reporting within studies).",Methodology,Study Risk of Bias Assessment,,NA,,NA,NA
welch_2012,welch_2012,welch_2012_item3,Abstract,,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,NA,,NA,NA
mcgrath_2017,mcgrath_2017,mcgrath_2017_item44,Methods: summary measures and statistics,Methods: summary measures and statistics,35,State which software package and macros was used for meta-analysis,Methodology,Synthesis Methods,,Report the software to conduct the statistical analysis,,NA,NA
APA_2018,APA_2018,APA_2018_item58,Methods,Statistical Methods,,Statistical power of the meta-analysis,Methodology,Synthesis Methods,,NA,,NA,NA
mcgrath_2017,mcgrath_2017,mcgrath_2017_item59,Results,Results,50,"Report additional analyses (e.g., meta-regression)",Results,Synthesis results,,NA,,NA,NA
moher_1999,moher_1999,moher_1999_item17,Results,Quantitative data synthesis,,"Report agreement on the selection and validity assessment; present simple summary results (for each treatment group in each trial, for each primary outcome); present data needed to calculate effect sizes and confidence intervals in intention-to-treat analyses (eg 2x2 tables of counts, means and SDs, proportions).",Results,Synthesis results,,NA,,NA,NA
peters_2006,peters_2006,peters_2006_item19,Results,Quantitative data synthesis,,"Report agreement on the selection and validity of assessment and relevance to the scientific question/hypothesis; present simple summary results (e.g. forest plot); present data needed to calculate effect sizes and confidence intervals; identify sources of heterogeneity, impact of study quality and publication bias",Results,Synthesis results,,NA,,NA,NA
mcgrath_2017,mcgrath_2017,mcgrath_2017_item54,Results,Results,45,Report any adverse events or harms from index test or reference standard,Results,Synthesis results,,NA,,NA,NA
stewart_2015,stewart_2015,stewart_2015_item35,Results,IPD integrity,A3,Report any important issues identified in checking IPD or state that there were none.,Results,Synthesis results,,NA,,NA,NA
zorzela_2016,zorzela_2016,zorzela_2016_item27,Results,IPD integrity,A3,Report any important issues identified in checking IPD or state that there were none.,Results,Synthesis results,,NA,,NA,NA
odea_2020,odea_2020,odea_2020_item63,Results of study selection process,,19.3,Report brief reasons for exclusion from the full text stage,Results,Study Selection,,NA,,NA,NA
mcgrath_2017,mcgrath_2017,mcgrath_2017_item57,Results,Results,48,"Report each meta-analysis including confidence intervals and measures of consistency (e.g., tau2)",Results,Synthesis results,,NA,,NA,NA
welch_2012,welch_2012,welch_2012_item4,Abstract,,2A,Present results of health equity analyses (e.g. subgroup analyses or meta-regression).,Abstract,Abstract,,NA,,NA,NA
odea_2020,odea_2020,odea_2020_item71,Heterogeneity,,22.1,"Report indicators of heterogeneity in the estimated effect (e.g. I2, tau2 and other variance components)",Results,Synthesis results,,NA,,NA,NA
odea_2020,odea_2020,odea_2020_item74,Meta-regression,,23.3,"Report interactions, if they were included",Results,Synthesis results,,NA,,NA,NA
moher_1999,moher_1999,moher_1999_item18,Discussion,Discussion,,Summarise key findings; discuss clinical inferences based on internal and external validity; interpret the results in light of the totality of available evidence; describe potential limitations and implications.,Discussion,Discussion,,Report an interpretation of the results,,NA,NA
moher_1999,moher_1999,moher_1999_item18,Discussion,Discussion,,Summarise key findings; discuss clinical inferences based on internal and external validity; interpret the results in light of the totality of available evidence; describe potential limitations and implications.,Discussion,Discussion,,Report an interpretation of the results,,NA,NA
moher_1999,moher_1999,moher_1999_item18,Discussion,Discussion,,Summarise key findings; discuss clinical inferences based on internal and external validity; interpret the results in light of the totality of available evidence; describe potential limitations and implications.,Discussion,Discussion,,Report any limitations in the review process,,NA,NA
murad_2017,murad_2017,murad_2017_item21,Discussion,Summary of evidence,,"Summarise the main findings and compare them with existing knowledge about the topic. The quality of evidence may not be relevant; however, investigators should describe their certainty in the results to readers.",Discussion,Discussion,,Report an interpretation of the results,,NA,NA
odea_2020,odea_2020,odea_2020_item78,Discussion,,25.1,Summarise the main findings in terms of the magnitude of effect,Discussion,Discussion,,Report an interpretation of the results,,NA,NA
odea_2020,odea_2020,odea_2020_item79,Discussion,,25.2,"Summarise the main findings in terms of the precision of effects (e.g. size of confidence intervals, statistical significance)",Discussion,Discussion,,Report an interpretation of the results based on the precision of the estimate,,NA,NA
odea_2020,odea_2020,odea_2020_item81,Discussion,,25.4,Summarise the main findings in terms of their biological/practical relevance,Discussion,Discussion,,Report an interpretation of the results based on their biological relevance,,NA,NA
sinha_2024,sinha_2024,sinha_2024_item43,,Funding,,"Role of funders in data collection, interpretation, and reporting funding source (financial and nonfinancial support).",Other,Support,,Report the role of funders/financial aid for the conduct of the review,,NA,NA
sinha_2024,sinha_2024,sinha_2024_item43,,Funding,,"Role of funders in data collection, interpretation, and reporting funding source (financial and nonfinancial support).",Other,Support,,Report the financial/non-financial support received for the review,,NA,NA
welch_2012,welch_2012,welch_2012_item5,Abstract,,2B,Describe extent and limits of applicability to disadvantaged populations of interest.,Abstract,Abstract,,NA,,NA,NA
welch_2012,welch_2012,welch_2012_item6,Abstract,,2_extension,State research question(s) related to health equity.,Abstract,Abstract,,NA,,NA,NA
welch_2012,welch_2012,welch_2012_item7,Introduction,,3,Describe the rationale for the review in the context of what is already known.,Introduction,Rationale,,Provide background information on the give topic,,NA,NA
welch_2012,welch_2012,welch_2012_item7,Introduction,,3,Describe the rationale for the review in the context of what is already known.,Introduction,Rationale,,Report the rationale(s) of the review,,NA,NA
welch_2012,welch_2012,welch_2012_item8,Introduction,,3A,"Provide the logic model/analytical framework, if done, to show the pathways through which the intervention is assumed to affect health equity and how it was developed.",Introduction,Rationale,,Provide a logic model for intervention(s),,NA,NA
welch_2012,welch_2012,welch_2012_item9,Introduction,,3_extension,Describe assumptions about mechanism(s) by which the intervention is assumed to have an impact on health equity.,Introduction,Rationale,,Provide any assumptions about the intervention(s) in the synthesised studies,,NA,NA
wong_2013,wong_2013,wong_2013_item1,Title,NA,1,"In the title, identify the document as a realist synthesis or review",Title,Title,,Report the methodology of the review,,NA,NA
wong_2013,wong_2013,wong_2013_item10,Data extraction,NA,10,Describe and explain which data or information were extracted from the included documents and justify this selection.,Methodology,Data Collection Process and Data Items,,Report all of the data extraction variables,,NA,NA
wong_2013,wong_2013,wong_2013_item10,Data extraction,NA,10,Describe and explain which data or information were extracted from the included documents and justify this selection.,Methodology,Data Collection Process and Data Items,,Report a justification for the selected data extraction variables,,NA,NA
appelbaum_2018,appelbaum_2018,appelbaum_2018_item52,Methods,Statistical Methods,NA,Statistical power of the meta-analysis,Methodology,Synthesis Methods,Methodology,NA,,NA,NA
page_2021,page_2021_extended,page_2021_extended_item170,Results,Certainty of evidence,22.element3,"Communicate certainty consistently across abstract, evidence tables, results, and conclusions.",Results,Synthesis results,Certainty of evidence,Report the results from regarding the certainty of evidence,,NA,NA
sanchezmeca_2021,sanchezmeca_2021,sanchezmeca_2021_item22,RESULTS,Sensitivity analyses,22,Report or describe the results of any sensitivity analyses conducted (see Item 17).,Results,Synthesis results,,NA,,NA,NA
page_2021,page_2021_extended,page_2021_extended_item171,Results,Certainty of evidence,22.element4,"Consider including evidence summary tables (e.g., GRADE Summary of Findings).",Results,Synthesis results,Certainty of evidence,Report the results from regarding the certainty of evidence,,NA,NA
odea_2020,odea_2020,odea_2020_item80,Discussion,,25.3,Summarise the main findings in terms of their heterogeneity,Discussion,Discussion,,Report an interpretation of the results based on their heterogeneiety,,NA,NA
snell_2023,snell_2023,snell_2023_item26,Discussion,Summary of evidence,20,Summarise the main findings including the strengths and limitations of the evidence.,Discussion,Discussion,,Report any limitations in the review process,,NA,NA
snell_2023,snell_2023,snell_2023_item26,Discussion,Summary of evidence,20,Summarise the main findings including the strengths and limitations of the evidence.,Discussion,Discussion,,Report any strengths in the review process,,NA,NA
wong_2016,wong_2016,wong_2016_item19,Discussion,Summary of findings,16,"Summarise the main findings with attention to the evaluation questions, purpose of the evaluation, programme theory and intended audience",Discussion,Discussion,,Report an interpretation of the results,,NA,NA
gates_2022,gates_2022,gates_2022_item35,Discussion,,22a,"Summarise the main findings, including any discrepancies in findings across the included systematic reviews and supplemental primary studies (if included).",Discussion,Discussion,,Report an interpretation of the results,,NA,NA
odea_2020,odea_2020,odea_2020_item59,"Metadata, data, and code",,18.3,"Share additional data, including information that was not presented in the manuscript (e.g. raw data used to calculate effect sizes, descriptions of where data were located in papers)",Other,data ,,Report the metadata associated with all the data extraction variables,,NA,NA
odea_2020,odea_2020,odea_2020_item59,"Metadata, data, and code",,18.3,"Share additional data, including information that was not presented in the manuscript (e.g. raw data used to calculate effect sizes, descriptions of where data were located in papers)",Other,data ,,Report of the extracted data from each of the included studies,,NA,NA
odea_2020,odea_2020,odea_2020_item59,"Metadata, data, and code",,18.3,"Share additional data, including information that was not presented in the manuscript (e.g. raw data used to calculate effect sizes, descriptions of where data were located in papers)",Other,data ,,Report all of the code necessary to reproduce the analysis,,NA,NA
wong_2013,wong_2013,wong_2013_item2,Abstract,NA,2,"While acknowledging publication requirements and house style, abstracts should ideally contain brief details of: the study's background, review question or objectives; search strategy; methods of selection, appraisal, analysis and synthesis of sources; main results; and implications for practice.",Abstract,Abstract,,NA,,NA,NA
wong_2013,wong_2013,wong_2013_item3,Rationale for review,NA,3,Explain why the review is needed and what it is likely to contribute to existing understanding of the topic area.,Introduction,Rationale,,Provide a justfification for the report,,NA,NA
wong_2013,wong_2013,wong_2013_item4,Objectives and focus of review,NA,4,State the objective(s) of the review and/or the review question(s). Define and provide a rationale for the focus of the review.,Introduction,Objectives; Rationale,,Report the rationale(s) of the review,,NA,NA
wong_2013,wong_2013,wong_2013_item4,Objectives and focus of review,NA,4,State the objective(s) of the review and/or the review question(s). Define and provide a rationale for the focus of the review.,Introduction,Objectives; Rationale,,Report the objective(s) of the review,,NA,NA
wong_2013,wong_2013,wong_2013_item4,Objectives and focus of review,NA,4,State the objective(s) of the review and/or the review question(s). Define and provide a rationale for the focus of the review.,Introduction,Objectives; Rationale,,Report the question(s) that the review aims to address,,NA,NA
wong_2013,wong_2013,wong_2013_item5,Changes in the review process,NA,5,Any changes made to the review process that was initially planned should be briefly described and justified.,Methodology,Deviations from Protocol,,NA,,NA,NA
wong_2013,wong_2013,wong_2013_item6,Rationale for using realist synthesis,NA,6,Explain why realist synthesis was considered the most appropriate method to use.,Methodology,Justification,,NA,,NA,NA
wong_2013,wong_2013,wong_2013_item7,Scoping the literature,NA,7,Describe and justify the initial process of exploratory scoping of the literature.,Methodology,Justification,,NA,,NA,NA
wong_2013,wong_2013,wong_2013_item8,Searching processes,NA,8,"While considering specific requirements of the journal or other publication outlet, state and provide a rationale for how the iterative searching was done. Provide details on all the sources accessed for information in the review. Where searching in electronic databases has taken place, the details should include, for example, name of database, search terms, dates of coverage and date last searched. If individuals familiar with the relevant literature and/or topic area were contacted, indicate how they were identified and selected.",Methodology,Information Sources and Search Strategy,,Report the boolean operators used within the scientific literature databases to conduct the literature search,,NA,NA
wong_2013,wong_2013,wong_2013_item8,Searching processes,NA,8,"While considering specific requirements of the journal or other publication outlet, state and provide a rationale for how the iterative searching was done. Provide details on all the sources accessed for information in the review. Where searching in electronic databases has taken place, the details should include, for example, name of database, search terms, dates of coverage and date last searched. If individuals familiar with the relevant literature and/or topic area were contacted, indicate how they were identified and selected.",Methodology,Information Sources and Search Strategy,,Report any limitations set on the search strategy,,NA,NA
wong_2013,wong_2013,wong_2013_item8,Searching processes,NA,8,"While considering specific requirements of the journal or other publication outlet, state and provide a rationale for how the iterative searching was done. Provide details on all the sources accessed for information in the review. Where searching in electronic databases has taken place, the details should include, for example, name of database, search terms, dates of coverage and date last searched. If individuals familiar with the relevant literature and/or topic area were contacted, indicate how they were identified and selected.",Methodology,Information Sources and Search Strategy,,Report the date that the literature search was conducted,,NA,NA
wong_2013,wong_2013,wong_2013_item8,Searching processes,NA,8,"While considering specific requirements of the journal or other publication outlet, state and provide a rationale for how the iterative searching was done. Provide details on all the sources accessed for information in the review. Where searching in electronic databases has taken place, the details should include, for example, name of database, search terms, dates of coverage and date last searched. If individuals familiar with the relevant literature and/or topic area were contacted, indicate how they were identified and selected.",Methodology,Information Sources and Search Strategy,,Report the scientific literature databases used to conduct the literature search,,NA,NA
wong_2013,wong_2013,wong_2013_item8,Searching processes,NA,8,"While considering specific requirements of the journal or other publication outlet, state and provide a rationale for how the iterative searching was done. Provide details on all the sources accessed for information in the review. Where searching in electronic databases has taken place, the details should include, for example, name of database, search terms, dates of coverage and date last searched. If individuals familiar with the relevant literature and/or topic area were contacted, indicate how they were identified and selected.",Methodology,Information Sources and Search Strategy,,Report any contact with authors of potential studies to retrieve information,,NA,NA
wong_2013,wong_2013,wong_2013_item9,Selection and appraisal of documents,NA,9,"Explain how judgements were made about including and excluding data from documents, and justify these.",Methodology,Selection Process,,Report the methods used to decide whether a study met the inclusion criteria of the review,,NA,NA
wong_2013,wong_2013,wong_2013_item9,Selection and appraisal of documents,NA,9,"Explain how judgements were made about including and excluding data from documents, and justify these.",Methodology,Selection Process,,Report a justification for the inclusion and exclusion criteria for the review,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item1,,TITLE,1,"In the title, identify the document as a meta-narrative review or synthesis. paste.txt?",Title,Title,,Report the methodology of the review,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item10,,METHODS,10,"Explain how judgements were made about including and excluding data from documents, and justify these. paste.txt?",Methodology,Selection Process,,Report the methods used to decide whether a study met the inclusion criteria of the review,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item10,,METHODS,10,"Explain how judgements were made about including and excluding data from documents, and justify these. paste.txt?",Methodology,Selection Process,,Report a justification for the inclusion and exclusion criteria for the review,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item11,,METHODS,11,Describe and explain which data or information were extracted from the included documents and justify this selection.,Methodology,Data Collection Process and Data Items,,Report all of the data extraction variables,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item11,,METHODS,11,Describe and explain which data or information were extracted from the included documents and justify this selection.,Methodology,Data Collection Process and Data Items,,Report a justification for the selected data extraction variables,,NA,NA
APA_2018,APA_2018,APA_2018_item59,Methods,Statistical Methods,,Statistical program or software packages used to conduct statistical analyses,Methodology,Synthesis Methods,,Report the software to conduct the statistical analysis,,NA,NA
page_2021,page_2021_extended,page_2021_extended_item1,Title,Title,1,Identify the report as a systematic review.,Title,Title,,Report the methodology of the review,,NA,NA
akl_2024,akl_2024,akl_2024_item47,Results,Results of syntheses,20b.i,Report results of any analytical methods applied specifically because of the living mode.,Results,Results of syntheses,,NA,,NA,NA
mcgrath_2017,mcgrath_2017,mcgrath_2017_item60,Results,Results,51,"Report risk of bias in the synthesis (e.g., analyses stratified by risk of bias)",Results,Risk of bias in studies,,Report the results of a risk of bias/methodological quality assessment,,NA,NA
stewart_2015,stewart_2015,stewart_2015_item43,Discussion,Summary of evidence,24,"Summarise the main findings, including the strength of evidence for each main outcome.",Discussion,Discussion,,Report any limitations in the review process,,NA,NA
stewart_2015,stewart_2015,stewart_2015_item43,Discussion,Summary of evidence,24,"Summarise the main findings, including the strength of evidence for each main outcome.",Discussion,Discussion,,Report any strengths in the review process,,NA,NA
zorzela_2016,zorzela_2016,zorzela_2016_item35,Discussion,Summary of evidence,24,"Summarise the main findings, including the strength of evidence for each main outcome.",Discussion,Discussion,,Report any limitations in the review process,,NA,NA
