study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,language,check 
wang_2019,wang_2019,wang_2019_item32,funding,funding,27‚Ä†,"Describe sources of funding for the systematic review and other support (e.g., supply of data); role of funders for the systematic review.",Other Information,english,km
wang_2019,wang_2019,wang_2019_item4,introduction,objectives,4‚Ä†,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction ,english,km
wang_2019,wang_2019,wang_2019_item5,methods,protocol and registration,5‚Ä†,"Indicate if a review protocol exists, if and where it can be accessed (e.g., web address), and, if available, provide registration information including registration number.",Methodology,english,km
wang_2019,wang_2019,wang_2019_item6,methods,eligibility criteria,6‚Ä†,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,english,km
wang_2019,wang_2019,wang_2019_item7,methods,eligibility criteria,6a.1‚Ä°,Describe the diagnostic criteria of the target condition in Western medicine.,Methodology,english,km
wang_2019,wang_2019,wang_2019_item8,methods,eligibility criteria,6a.,"If applicable, describe the diagnostic criteria in terms of Traditional Medicine, such as Traditional Chinese Medicine.",Methodology,english,km
wang_2019,wang_2019,wang_2019_item9,methods,eligibility criteria,6b‚Ä°,"Describe the types of acupuncture to be included, such as traditional acupuncture, electroacupuncture, or fire acupuncture.",Methodology,english,km
welch_2012,welch_2012,welch_2012_item1,Title,,1,"Identify the report as a systematic review, meta-analysis, or both.",Title,english,km
welch_2012,welch_2012,welch_2012_item10,Introduction,,4,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction,english,km
welch_2012,welch_2012,welch_2012_item11,Introduction,,4A,State the research questions being addressed with reference to health equity,Introduction,english,km
welch_2012,welch_2012,welch_2012_item12,Introduction,,4_extension,"Describe how disadvantage was defined if used as criterion in the review (e.g. for selecting studies, conducting analyses or judging applicability).",Introduction,english,km
welch_2012,welch_2012,welch_2012_item13,Methods,,5,"Indicate if a review protocol exists, if and where it can be accessed (e.g., Web address), and, if available, provide registration information including registration number.",Methodology,english,km
welch_2012,welch_2012,welch_2012_item14,Methods,,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,english,km
welch_2012,welch_2012,welch_2012_item15,Methods,,6A,Describe the rationale for including the outcomes - e.g. how these are relevant to reducing inequity.,Methodology,english,km
welch_2012,welch_2012,welch_2012_item16,Methods,,6_extension,Describe the rationale for including particular study designs related to equity research questions.,Methodology,english,km
welch_2012,welch_2012,welch_2012_item17,Methods,,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,english,km
welch_2012,welch_2012,welch_2012_item18,Methods,,7_extension,"Describe information sources (e.g. health, non-health, and grey literature sources) that were searched that are of specific relevance to address the equity questions of the review.",Methodology,english,km
welch_2012,welch_2012,welch_2012_item19,Methods,,8,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",Methodology,english,km
welch_2012,welch_2012,welch_2012_item2,Title,,1_extension,"Identify equity as a focus of the review, if relevant, using the term equity",Title,english,km
welch_2012,welch_2012,welch_2012_item20,Methods,,8_extension,Describe the broad search strategy and terms used to address equity questions of the review.,Methodology,english,km
welch_2012,welch_2012,welch_2012_item21,Methods,,9,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis).",Methodology,english,km
welch_2012,welch_2012,welch_2012_item22,Methods,,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,english,km
welch_2012,welch_2012,welch_2012_item23,Methods,,11,"List and define all variables for which data were sought (e.g., PICOS, funding sources) and any assumptions and simplifications made.",Methodology,english,km
welch_2012,welch_2012,welch_2012_item24,Methods,,11_extension,"List and define data items related to equity,where such data were sought (e.g. using PROGRESS-Plus or other criteria, context).",Methodology,english,km
welch_2012,welch_2012,welch_2012_item25,Methods,,12,"Describe methods used for assessing risk of bias of individual studies (including specification of whether this was done at the study or outcome level), and how this information is to be used in any data synthesis.",Methodology,english,km
welch_2012,welch_2012,welch_2012_item26,Methods,,13,"State the principal summary measures (e.g., risk ratio, difference in means).",Methodology,english,km
welch_2012,welch_2012,welch_2012_item27,Methods,,14,"Describe the methods of handling data and combining results of studies, if done, including measures of consistency (e.g., I2) for each meta-analysis.",Methodology,english,km
welch_2012,welch_2012,welch_2012_item28,Methods,,14_extension,Describe methods of synthesizing findings on health inequities (e.g. presenting both relative and absolute differences between groups).,Methodology,english,km
welch_2012,welch_2012,welch_2012_item29,Methods,,15,"Specify any assessment of risk of bias that may affect the cumulative evidence (e.g., publication bias, selective reporting within studies).",Methodology,english,km
welch_2012,welch_2012,welch_2012_item3,Abstract,,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,english,km
welch_2012,welch_2012,welch_2012_item30,Methods,,16,"Describe methods of additional analyses (e.g., sensitivity or subgroup analyses, meta-regression), if done, indicating which were pre-specified.",Methodology,english,km
welch_2012,welch_2012,welch_2012_item31,Methods,,16_extension,"Describe methods of additional synthesis approaches related to equity questions, if done, indicating which were pre-specified",Methodology,english,km
welch_2012,welch_2012,welch_2012_item32,Results,,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,english,km
welch_2012,welch_2012,welch_2012_item33,Results,,18,"For each study, present characteristics for which data were extracted (e.g., study size, PICOS, follow-up period) and provide the citations.",Results,english,km
welch_2012,welch_2012,welch_2012_item34,Results,,18_extension,Present the population characteristics that relate to the equity questions across the relevant PROGRESS-Plus or other factors of interest.,Results,english,km
welch_2012,welch_2012,welch_2012_item35,Results,,19,"Present data on risk of bias of each study and, if available, any outcome level assessment (see item 12).",Results,english,km
welch_2012,welch_2012,welch_2012_item36,Results,,20,"For all outcomes considered (benefits or harms), present, for each study: (a) simple summary data for each intervention group (b) effect estimates and confidence intervals, ideally with a forest plot.",Results,english,km
welch_2012,welch_2012,welch_2012_item37,Results,,21,"Present results of each meta-analysis done, including confidence intervals and measures of consistency.",Results,english,km
welch_2012,welch_2012,welch_2012_item38,Results,,21_extension,Present the results of synthesizing findings on inequities (see 14).,Results,english,km
welch_2012,welch_2012,welch_2012_item39,Results,,22,Present results of any assessment of risk of bias across studies (see Item 15).,Results,english,km
welch_2012,welch_2012,welch_2012_item4,Abstract,,2A,Present results of health equity analyses (e.g. subgroup analyses or meta-regression).,Abstract,english,km
welch_2012,welch_2012,welch_2012_item40,Results,,23,"Give results of additional analyses, if done (e.g., sensitivity or subgroup analyses, meta-regression [see Item 16]).",Results,english,km
welch_2012,welch_2012,welch_2012_item41,Results,,23_extension,"Give the results of additional synthesis approaches related to equity objectives, if done, (see 16).",Results,english,km
welch_2012,welch_2012,welch_2012_item42,Discussion,,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion,english,km
welch_2012,welch_2012,welch_2012_item43,Discussion,,25,"Discuss limitations at study and outcome level (e.g., risk of bias), and at review-level (e.g., incomplete retrieval of identified research, reporting bias).",Discussion,english,km
welch_2012,welch_2012,welch_2012_item44,Discussion,,26,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",Discussion,english,km
welch_2012,welch_2012,welch_2012_item45,Discussion,,26A,"Provide implications for research, practice or policy related to equity where relevant (e.g. types of research needed to address unanswered questions).",Discussion,english,km
welch_2012,welch_2012,welch_2012_item46,Discussion,,26_extension,Present extent and limits of applicability to disadvantaged populations of interest and describe the evidence and logic underlying those judgments.,Discussion,english,km
welch_2012,welch_2012,welch_2012_item47,Funding,,27,"Describe sources of funding for the systematic review and other support (e.g., supply of data); role of funders for the systematic review.",Other Information,english,km
welch_2012,welch_2012,welch_2012_item5,Abstract,,2B,Describe extent and limits of applicability to disadvantaged populations of interest.,Abstract,english,km
welch_2012,welch_2012,welch_2012_item6,Abstract,,2_extension,State research question(s) related to health equity.,Abstract,english,km
welch_2012,welch_2012,welch_2012_item7,Introduction,,3,Describe the rationale for the review in the context of what is already known.,Introduction,english,km
welch_2012,welch_2012,welch_2012_item8,Introduction,,3A,"Provide the logic model/analytical framework, if done, to show the pathways through which the intervention is assumed to affect health equity and how it was developed.",Introduction,english,km
welch_2012,welch_2012,welch_2012_item9,Introduction,,3_extension,Describe assumptions about mechanism(s) by which the intervention is assumed to have an impact on health equity.,Introduction,english,km
wong_2013,wong_2013,wong_2013_item1,Title,NA,1,"In the title, identify the document as a realist synthesis or review",Title,english,km
wong_2013,wong_2013,wong_2013_item10,Data extraction,NA,10,Describe and explain which data or information were extracted from the included documents and justify this selection.,Methodology,english,km
wong_2013,wong_2013,wong_2013_item11,Analysis and synthesis processes,NA,11,Describe the analysis and synthesis processes in detail. This section should include information on the constructs analyzed and describe the analytic process.,Methodology,english,km
wong_2013,wong_2013,wong_2013_item12,Document flow diagram,NA,12,Provide details on the number of documents assessed for eligibility and included in the review with reasons for exclusion at each stage as well as an indication of their source of origin.,Results,english,km
wong_2013,wong_2013,wong_2013_item13,Document characteristics,NA,13,Provide information on the characteristics of the documents included in the review.,Results,english,km
wong_2013,wong_2013,wong_2013_item14,Main findings,NA,14,Present the key findings with a specific focus on theory building and testing.,Results,english,km
wong_2013,wong_2013,wong_2013_item15,Summary of findings,NA,15,"Summarize the main findings, taking into account the review's objective(s), research question(s), focus and intended audience(s).",Discussion,english,km
wong_2013,wong_2013,wong_2013_item16,"Strengths, limitations and future research directions",NA,16,Discuss both the strengths of the review and its limitations. These should include (but need not be restricted to) (a) consideration of all the steps in the review process and (b) comment on the overall strength of evidence supporting the explanatory insights which emerged. The limitations identified may point to areas where further work is needed.,Discussion,english,km
wong_2013,wong_2013,wong_2013_item17,Comparison with existing literature,NA,17,"Where applicable, compare and contrast the review's findings with the existing literature (for example, other reviews) on the same topic.",Discussion,english,km
wong_2013,wong_2013,wong_2013_item18,Conclusion and recommendations,NA,18,"List the main implications of the findings and place these in the context of other relevant literature. If appropriate, offer recommendations for policy and practice.",Discussion,english,km
wong_2013,wong_2013,wong_2013_item19,Funding,NA,19,"Provide details of funding source (if any) for the review, the role played by the funder (if any) and any conflicts of interests of the reviewers.",Other Information,english,km
wong_2013,wong_2013,wong_2013_item2,Abstract,NA,2,"While acknowledging publication requirements and house style, abstracts should ideally contain brief details of: the study's background, review question or objectives; search strategy; methods of selection, appraisal, analysis and synthesis of sources; main results; and implications for practice.",Abstract,english,km
wong_2013,wong_2013,wong_2013_item3,Rationale for review,NA,3,Explain why the review is needed and what it is likely to contribute to existing understanding of the topic area.,Introduction,english,km
wong_2013,wong_2013,wong_2013_item4,Objectives and focus of review,NA,4,State the objective(s) of the review and/or the review question(s). Define and provide a rationale for the focus of the review.,Introduction,english,km
wong_2013,wong_2013,wong_2013_item5,Changes in the review process,NA,5,Any changes made to the review process that was initially planned should be briefly described and justified.,Methodology,english,km
wong_2013,wong_2013,wong_2013_item6,Rationale for using realist synthesis,NA,6,Explain why realist synthesis was considered the most appropriate method to use.,Methodology,english,km
wong_2013,wong_2013,wong_2013_item7,Scoping the literature,NA,7,Describe and justify the initial process of exploratory scoping of the literature.,Methodology,english,km
wong_2013,wong_2013,wong_2013_item8,Searching processes,NA,8,"While considering specific requirements of the journal or other publication outlet, state and provide a rationale for how the iterative searching was done. Provide details on all the sources accessed for information in the review. Where searching in electronic databases has taken place, the details should include, for example, name of database, search terms, dates of coverage and date last searched. If individuals familiar with the relevant literature and/or topic area were contacted, indicate how they were identified and selected.",Methodology,english,km
wong_2013,wong_2013,wong_2013_item9,Selection and appraisal of documents,NA,9,"Explain how judgements were made about including and excluding data from documents, and justify these.",Methodology,english,km
wong_2013a,wong_2013a,wong_2013a_item1,,TITLE,1,"In the title, identify the document as a meta-narrative review or synthesis. paste.txt?",Title,english,km
wong_2013a,wong_2013a,wong_2013a_item10,,METHODS,10,"Explain how judgements were made about including and excluding data from documents, and justify these. paste.txt?",Methodology,english,km
wong_2013a,wong_2013a,wong_2013a_item11,,METHODS,11,Describe and explain which data or information were extracted from the included documents and justify this selection.,Methodology,english,km
wong_2013a,wong_2013a,wong_2013a_item12,,METHODS,12,"Describe the analysis and synthesis processes in detail. This section should include information on the process by which the account of each meta-narrative (that is, the story of each unfolding research tradition) was built up and how the separate meta-narratives were compared and contrasted. Document and justify any changes in this process as the study unfolded. #",Methodology,english,km
wong_2013a,wong_2013a,wong_2013a_item13,,RESULTS,13,"Provide details on the number of documents assessed for eligibility and included in the review with reasons for exclusion at each stage as well as an indication of their source of origin (for example, from searching databases, reference lists and so on). You may consider using the example provided (which is likely to need modification to suit the data) in Figure 1. paste.txt?",Results,english,km
wong_2013a,wong_2013a,wong_2013a_item14,,RESULTS,14,Provide information on the characteristics of the documents included in the review.,Results,english,km
wong_2013a,wong_2013a,wong_2013a_item15,,RESULTS,15,"Present the key findings with a specific focus on the key meta-narratives that have a bearing on the topic area, and the commonalities and differences between them. paste.txt?",Results,english,km
wong_2013a,wong_2013a,wong_2013a_item16,,DISCUSSION,16,"Summarize the main findings, taking into account the review's objective(s), research question(s), focus and intended audience(s).",Discussion,english,km
wong_2013a,wong_2013a,wong_2013a_item17,,DISCUSSION,17,Discuss both the strengths of the review and its limitations. These should include (but need not be restricted to) (a) consideration of all the steps in the review process and (b comment on the overall strength of evidence supporting the explanatory insights that emerged. paste.txt?,Discussion,english,km
wong_2013a,wong_2013a,wong_2013a_item18,,DISCUSSION,18,"Where applicable, compare and contrast the review's findings with the existing literature (for example, other reviews) on the same topic.",Discussion,english,km
wong_2013a,wong_2013a,wong_2013a_item19,,DISCUSSION,19,"List the main implications of the findings and place these in the context of other relevant literature. If appropriate, offer recommendations for policy and practice. paste.txt?",Discussion,english,km
wong_2013a,wong_2013a,wong_2013a_item2,,ABSTRACT,2,"While acknowledging that requirements and house style may differ between journals, abstracts should ideally contain brief details of the study's background, review question or objectives; search strategy; methods of selection, appraisal, analysis and synthesis of sources; main results; and implications for practice. paste.txt?",Abstract,english,km
wong_2013a,wong_2013a,wong_2013a_item3,,INTRODUCTION,3,Explain why the review is needed and what it is likely to contribute to existing understanding of the topic area.,Introduction,english,km
wong_2013a,wong_2013a,wong_2013a_item4,,INTRODUCTION,4,State the objective(s) of the review and/or the review question(s). Define and provide a rationale for the focus of the review.,Introduction,english,km
wong_2013a,wong_2013a,wong_2013a_item5,,METHODS,5,Any changes made to the review that were initially planned should be briefly described and justified. paste.txt?,Methodology,english,km
wong_2013a,wong_2013a,wong_2013a_item6,,METHODS,6,Explain why meta-narrative review was considered the most appropriate method to use. ,Methodology,english,km
wong_2013a,wong_2013a,wong_2013a_item7,,METHODS,7,"Where appropriate, show how each of the six guiding principles (pragmatism, pluralism, historicity, contestation, reflexivity and peer review) have been followed. paste.txt?",Methodology,english,km
wong_2013a,wong_2013a,wong_2013a_item8,,METHODS,8,Describe and justify the initial process of exploratory scoping of the literature. paste.txt?,Methodology,english,km
wong_2013a,wong_2013a,wong_2013a_item9,,METHODS,9,"While considering specific requirements of the journal or other publication outlet, state and provide a rationale for how the iterative searching was done. Provide details on all the sources accessed for information in the review. For example, where electronic databases have been searched, details should include, for example, names of databases, search terms, dates of coverage, and dates last searched. If individuals familiar with the relevant literature and/or topic area were contacted, indicate how they were identified and selected. paste.txt?",Methodology,english,km
wong_2016,wong_2016,wong_2016_item1,Abstract,,1,"In the title, identify the document as a realist evaluation",Title,english,km
wong_2016,wong_2016,wong_2016_item10,Methodology,Environment surrounding the evaluation,8,Describe the environment in which the evaluation took place,Methodology,english,km
wong_2016,wong_2016,wong_2016_item11,Methodology,"Describe the programme policy, initiative or product evaluated",9,"Provide relevant details on the programme, policy or initiative evaluated",Methodology,english,km
wong_2016,wong_2016,wong_2016_item12,Methodology,Describe and justify the evaluation design,10,"A description and justification of the evaluation design (i.e. the account of what was planned, done and why) should be included, at least in summary form or as an appendix, in the document which presents the main findings. If this is not done, the omission should be justified and a reference or link to the evaluation design given. It may also be useful to publish or make freely available (e.g. online on a website) any original evaluation design document or protocol, where they exist",Methodology,english,km
wong_2016,wong_2016,wong_2016_item13,Methodology,Data collection methods,11,"Describe and justify the data collection methods ñ which ones were used, why and how they fed into developing, supporting, refuting or refining programme theory",Methodology,english,km
wong_2016,wong_2016,wong_2016_item14,Methodology,,11,Provide details of the steps taken to enhance the trustworthiness of data collection and documentation,Methodology,english,km
wong_2016,wong_2016,wong_2016_item15,Methodology,Recruitment process and sampling strategy,12,"Describe how respondents to the evaluation were recruited or engaged and how the sample contributed to the development, support, refutation or refinement of programme theory",Methodology,english,km
wong_2016,wong_2016,wong_2016_item16,Methodology,Data analysis,13,"Describe in detail how data were analysed. This section should include information on the constructs that were identified, the process of analysis, how the programme theory was further developed, supported, refuted and refined, and (where relevant) how analysis changed as the evaluation unfolded",Methodology,english,km
wong_2016,wong_2016,wong_2016_item17,Results,Details of participants,14,"Report (if applicable) who took part in the evaluation, the details of the data they provided and how the data was used to develop, support, refute or refine programme theory",Results,english,km
wong_2016,wong_2016,wong_2016_item18,Results,Main findings,15,"Present the key findings, linking them to contexts, mechanisms and outcome configurations. Show how they were used to further develop, test or refine the programme theory",Results,english,km
wong_2016,wong_2016,wong_2016_item19,Discussion,Summary of findings,16,"Summarise the main findings with attention to the evaluation questions, purpose of the evaluation, programme theory and intended audience",Discussion,english,km
wong_2016,wong_2016,wong_2016_item2,Abstract,,2,"Journal articles will usually require an abstract, while reports and other forms of publication will usually benefit from a short summary. The abstract or summary should include brief details on: the policy, programme or initiative under evaluation; programme setting; purpose of the evaluation; evaluation question(s) and/or objective(s); evaluation strategy; data collection, documentation and analysis methods; key findings and conclusions",Abstract,english,km
wong_2016,wong_2016,wong_2016_item20,Discussion,"Strengths, limitations and future directions",17,"Discuss both the strengths of the evaluation and its limitations. These should include (but need not be limited to): (1) consideration of all the steps in the evaluation processes; and (2) comment on the adequacy, trustworthiness and value of the explanatory insights which emerged",Discussion,english,km
wong_2016,wong_2016,wong_2016_item21,Discussion,,17,"In many evaluations, there will be an expectation to provide guidance on future directions for the programme, policy or initiative, its implementation and/or design. The particular implications arising from the realist nature of the findings should be reflected in these discussions",Discussion,english,km
wong_2016,wong_2016,wong_2016_item22,Discussion,Comparison with existing literature,18,"Where appropriate, compare and contrast the evaluationís findings with the existing literature on similar programmes, policies or initiatives",Discussion,english,km
wong_2016,wong_2016,wong_2016_item23,Discussion,Conclusion and recommendations,19,"List the main conclusions that are justified by the analyses of the data. If appropriate, offer recommendations consistent with a realist approach",Discussion,english,km
wong_2016,wong_2016,wong_2016_item24,Discussion,Funding and conflict of interest,20,"State the funding source (if any) for the evaluation, the role played by the funder (if any) and any",Other Information,english,km
wong_2016,wong_2016,wong_2016_item3,Abstract,,2,"Where journals require it and the nature of the study is appropriate, brief details of respondents to the evaluation and recruitment and sampling processes may also be included",Abstract,english,km
wong_2016,wong_2016,wong_2016_item4,Abstract,,2,Sufficient detail should be provided to identify that a realist approach was used and that realist programme theory was developed and/or refined,Abstract,english,km
wong_2016,wong_2016,wong_2016_item5,Introduction,Rationale for evaluation,3,Explain the purpose of the evaluation and the implications for its focus and design,Introduction,english,km
wong_2016,wong_2016,wong_2016_item6,Introduction,Programme theory,4,"Describe the initial programme theory (or theories) that underpin the programme, policy or initiative",Introduction,english,km
wong_2016,wong_2016,wong_2016_item7,Introduction,"Evaluation questions, objectives and focus",5,State the evaluation question(s) and specify the objectives for the evaluation. Describe whether and how the programme theory was used to define the scope and focus of the evaluation,Introduction,english,km
wong_2016,wong_2016,wong_2016_item8,Introduction,Ethical approval,6,"State whether the realist evaluation required and has gained ethical approval from the relevant authorities, providing details as appropriate. If ethical approval was deemed unnecessary, explain why",Introduction,english,km
wong_2016,wong_2016,wong_2016_item9,Methodology,Rationale for using realist evaluation,7,Explain why a realist evaluation approach was chosen and (if relevant) adapted,Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item1,title,Title,1,"Identify the report as a systematic review, meta-analysis, or both.",Title,english,km
zhang_2020,zhang_2020,zhang_2020_item10,introduction,Introduction,4_extension,"State whether the CHM intervention(s) targets a Western medicine-defined disease, a TCM Pattern, or a Western medicine-defined disease with a specific TCM Pattern.",Introduction ,english,km
zhang_2020,zhang_2020,zhang_2020_item11,methods,Methods,5,"Indicate if a review protocol exists, if and where it can be accessed (e.g., Web address), and, if available, provide registration information including registration number.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item12,methods,Methods,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item13,methods,Methods,6a_extension,"As applicable, state whether participants with a specific TCM Pattern will be included, in terms of (1) diagnostic criteria, and (2) inclusion and exclusion criteria. All criteria utilized should be universally recognized, or reference(s) where detailed explanation(s) can be found should be given.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item14,methods,Methods,6b_extension,"Specify the detailed requirements of CHM intervention(s), considering (1) types, such as whether CHM formulas are fixed, individualized, or patent proprietary; (2) composition, such as main herb(s) in a CHM formula; (3) dosage form, such as decoction, granules, powder; and (4) treatment duration.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item15,methods,Methods,6c_extension,"Specify the types of control group(s), if any, such as placebo control, active control, other treatment control or blank control.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item16,methods,Methods,6d_extension,"State whether TCM-related outcome(s) will be included, and if so, describe the change of degree and scope of symptoms and signs related to TCM Pattern differentiation.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item17,methods,Methods,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item18,methods,Methods,8,"State full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item19,methods,Methods,9,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis).",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item2,title,Title,1_extension,"Specify the name of the CHM intervention, in terms of (1) Chinese medicinal substance(s), and/or (2) CHM formula(s).",Title,english,km
zhang_2020,zhang_2020,zhang_2020_item20,methods,Methods,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item21,methods,Methods,11,"List and define all variables for which data were sought (e.g., PICOS, funding sources) and any assumptions and simplifications made.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item22,methods,Methods,11a_extension,"State details of the participants with a specific TCM Pattern (if any), considering (1) diagnostic criteria; and (2) baseline characteristics.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item23,methods,Methods,11b_extension,"State details of the CHM intervention(s), including (1) name, source, and dosage form; (2) name, source, processing method, and dosage of each medical substance, if applicable, names of the parts of the substances; (3) quality control information; (4) dosage, administration route and time; (5) information about the production method, authentication method, and safety assessment, if any; (6) for CHM formulas, the principles, rationale, and interpretation of forming and/or modifying the formula; and (7) for patented proprietary CHM formulas, the name of the product and manufacturer.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item24,methods,Methods,11c_extension,"State details of any placebo of CHM used, considering (1) if/how it is physically identical and pharmacologically inert; (2) administration route, regimen, and dosage; (3) success of blinding, if any.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item25,methods,Methods,11d_extension,"State the TCM-related outcome (if any), considering (1) name and measuring methods; (2) measuring time points and length of follow-up, if applicable.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item26,methods,Methods,12,"Describe methods used for assessing risk of bias of individual studies (including specification of whether this was done at the study or outcome level), and how this information is to be used in any data synthesis.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item27,methods,Methods,13,"State the principal summary measures (e.g., risk ratio, difference in means).",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item28,methods,Methods,14,"Describe the methods of handling data and combining results of studies, if done, including measures of consistency (e.g., I2) for each meta-analysis.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item29,methods,Methods,14_extension,"When combining trial results from different studies, describe whether CHM intervention(s) matched the TCM Pattern(s) of participants, if applicable.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item3,title,Title,1b_extension,"State whether the review targets (1) Western medicine-defined disease(s), or (2) Western medicine-defined disease(s) with specific TCM Pattern(s), or (3) TCM Pattern(s).",Title,english,km
zhang_2020,zhang_2020,zhang_2020_item30,methods,Methods,15,"Specify any assessment of risk of bias that may affect the cumulative evidence (e.g., publication bias, selective reporting within studies).",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item31,methods,Methods,16,"Describe methods of additional analyses (e.g., sensitivity or subgroup analyses, meta-regression), if done, indicating which were pre-specified.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item32,methods,Methods,16_extension,"Describe methods of subgroup analyses in terms of the CHM intervention(s) and participants, considering at least (1) the types, compositions, dosage, dosage form, and treatment duration of the CHM intervention(s); and (2) participants with different TCM Patterns, if any.",Methodology,english,km
zhang_2020,zhang_2020,zhang_2020_item33,results,Results,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,english,km
zhang_2020,zhang_2020,zhang_2020_item34,results,Results,18,"For each study, state characteristics for which data were extracted (e.g., study size, PICOS, follow-up period) and provide the citations.",Results,english,km
zhang_2020,zhang_2020,zhang_2020_item35,results,Results,18a_extension,"State characteristics of participants with a specific TCM Pattern (if any), including diagnostic criteria and baseline data.",Results,english,km
zhang_2020,zhang_2020,zhang_2020_item36,results,Results,18b_extension,"State characteristics of the CHM intervention(s), including (1) name, source, and dosage form; (2) name, source, processing method, and dosage of each medical substance; (3) quality control information; (4) dosage, administration route and time; (5) information about the production method, authentication method, and safety assessment, if available; (6) for CHM formulas, how the formula has been modified, if applicable; and (7) for patent proprietary CHM formulas, the name of the product and manufacturer.",Results,english,km
zhang_2020,zhang_2020,zhang_2020_item37,results,Results,18c_extension,"State characteristics of the placebo of CHM (if any), including (1) whether physically identical and pharmacologically inert; (2) administration route, regimen, and dosage; and (3) success of blinding.",Results,english,km
zhang_2020,zhang_2020,zhang_2020_item38,results,Results,18d_extension,"State characteristics of the TCM-related outcome (if any), including (1) name and measuring methods; (2) measuring time points and length of follow-up.",Results,english,km
zhang_2020,zhang_2020,zhang_2020_item39,results,Results,19,"Present data on risk of bias of each study and, if available, any outcome-level assessment (see Item 12).",Results,english,km
zhang_2020,zhang_2020,zhang_2020_item4,abstract,Abstract,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,english,km
zhang_2020,zhang_2020,zhang_2020_item40,results,Results,20,"For all outcomes considered (benefits or harms), present, for each study: (a) simple summary data for each intervention group and (b) effect estimates and confidence intervals, ideally with a forest plot.",Results,english,km
zhang_2020,zhang_2020,zhang_2020_item41,results,Results,21,"Present results of each meta-analysis done, including confidence intervals and measures of consistency.",Results,english,km
zhang_2020,zhang_2020,zhang_2020_item42,results,Results,21_extension,"Give results of each meta-analysis based on the consistency of PICOS, considering (1) participants with TCM Patterns, if any; (2) CHM intervention(s); (3) comparators (e.g. CHM placebo); and (4) TCM-related outcome(s), if any.",Results,english,km
